report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1976,NM00101,"Albuquerque, NM",292265.0,2420.0,28.0,186.0,1335.0,871.0,12.0,828.02,9.58,63.64,456.78,298.02
1976,TX22001,"Arlington, TX",107470.0,274.0,5.0,30.0,140.0,99.0,12.0,254.95,4.65,27.91,130.27,92.12
1976,GAAPD00,"Atlanta, GA",457300.0,7529.0,154.0,477.0,3518.0,3380.0,12.0,1646.4,33.68,104.31,769.3,739.12
1976,CO00101,"Aurora, CO",132000.0,546.0,2.0,40.0,338.0,166.0,12.0,413.64,1.52,30.3,256.06,125.76
1976,TX22701,"Austin, TX",284908.0,1202.0,24.0,181.0,479.0,518.0,12.0,421.89,8.42,63.53,168.12,181.81
1976,MD00301,"Baltimore County, MD",642369.0,1798.0,19.0,142.0,949.0,688.0,12.0,279.9,2.96,22.11,147.73,107.1
1976,MDBPD00,"Baltimore, MD",860974.0,14191.0,200.0,460.0,5776.0,7755.0,12.0,1648.25,23.23,53.43,670.87,900.72
1976,MA01301,"Boston, MA",619437.0,9888.0,81.0,392.0,3290.0,6125.0,12.0,1596.29,13.08,63.28,531.13,988.8
1976,NY01401,"Buffalo, NY",425101.0,3091.0,54.0,202.0,898.0,1937.0,12.0,727.12,12.7,47.52,211.24,455.66
1976,NC06001,"Charlotte, NC",274020.0,1895.0,52.0,84.0,1028.0,731.0,12.0,691.56,18.98,30.65,375.16,266.77
1976,ILCPD00,"Chicago, IL",3134499.0,30640.0,814.0,1179.0,11070.0,17577.0,12.0,977.51,25.97,37.61,353.17,560.76
1976,OHCIP00,"Cincinnati, OH",427045.0,3461.0,56.0,263.0,1617.0,1525.0,12.0,810.45,13.11,61.59,378.65,357.11
1976,OHCLP00,"Cleveland, OH",642298.0,8496.0,236.0,498.0,2309.0,5453.0,12.0,1322.75,36.74,77.53,359.49,848.98
1976,OHCOP00,"Columbus, OH",595500.0,3287.0,53.0,328.0,985.0,1921.0,12.0,551.97,8.9,55.08,165.41,322.59
1976,TXDPD00,"Dallas, TX",888450.0,7244.0,230.0,591.0,3310.0,3113.0,12.0,815.35,25.89,66.52,372.56,350.39
1976,CODPD00,"Denver, CO",523676.0,4107.0,86.0,383.0,1596.0,2042.0,12.0,784.26,16.42,73.14,304.77,389.94
1976,MI82349,"Detroit, MI",1334100.0,29699.0,663.0,1230.0,6593.0,21213.0,12.0,2226.14,49.7,92.2,494.19,1590.06
1976,TX07102,"El Paso, TX",361413.0,1573.0,25.0,118.0,638.0,792.0,12.0,435.24,6.92,32.65,176.53,219.14
1976,VA02901,"Fairfax County, VA",524272.0,708.0,17.0,84.0,270.0,337.0,12.0,135.04,3.24,16.02,51.5,64.28
1976,TX22012,"Fort Worth, TX",364302.0,1732.0,70.0,174.0,503.0,985.0,12.0,475.43,19.21,47.76,138.07,270.38
1976,CA01005,"Fresno, CA",177900.0,1267.0,28.0,55.0,461.0,723.0,12.0,712.2,15.74,30.92,259.13,406.41
1976,HI00200,"Honolulu, HI",718424.0,1696.0,40.0,164.0,380.0,1112.0,12.0,236.07,5.57,22.83,52.89,154.78
1976,TXHPD00,"Houston, TX",1477000.0,8045.0,321.0,690.0,1503.0,5531.0,12.0,544.69,21.73,46.72,101.76,374.48
1976,INIPD00,"Indianapolis, IN",494730.0,4144.0,68.0,347.0,1363.0,2366.0,12.0,837.63,13.74,70.14,275.5,478.24
1976,FL01602,"Jacksonville, FL",543839.0,4443.0,90.0,279.0,2516.0,1558.0,12.0,816.97,16.55,51.3,462.64,286.48
1976,MOKPD00,"Kansas City, MO",488012.0,5578.0,95.0,350.0,2723.0,2410.0,12.0,1143.0,19.47,71.72,557.98,493.84
1976,NV00201,"Las Vegas, NV",265347.0,2473.0,35.0,151.0,1011.0,1276.0,12.0,931.99,13.19,56.91,381.01,480.88
1976,CA01941,"Long Beach, CA",340900.0,2950.0,69.0,200.0,978.0,1703.0,12.0,865.36,20.24,58.67,286.89,499.56
