report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1996,NM00101,"Albuquerque, NM",426736.0,6267.0,70.0,375.0,3824.0,1998.0,12.0,1468.59,16.4,87.88,896.1,468.21
1996,TX22001,"Arlington, TX",298632.0,2478.0,17.0,156.0,1687.0,618.0,12.0,829.78,5.69,52.24,564.91,206.94
1996,GAAPD00,"Atlanta, GA",413123.0,13699.0,196.0,392.0,8306.0,4805.0,12.0,3315.96,47.44,94.89,2010.54,1163.09
1996,CO00101,"Aurora, CO",262168.0,1629.0,11.0,193.0,866.0,559.0,12.0,621.36,4.2,73.62,330.32,213.22
1996,TX22701,"Austin, TX",537484.0,3821.0,40.0,270.0,2135.0,1376.0,12.0,710.9,7.44,50.23,397.22,256.01
1996,MD00301,"Baltimore County, MD",721218.0,7408.0,34.0,274.0,4673.0,2427.0,12.0,1027.15,4.71,37.99,647.93,336.51
1996,MDBPD00,"Baltimore, MD",716446.0,19509.0,330.0,641.0,8145.0,10393.0,12.0,2723.02,46.06,89.47,1136.86,1450.63
1996,MA01301,"Boston, MA",552519.0,9154.0,59.0,414.0,5211.0,3470.0,12.0,1656.78,10.68,74.93,943.13,628.03
1996,NY01401,"Buffalo, NY",313238.0,4524.0,56.0,269.0,1576.0,2623.0,12.0,1444.27,17.88,85.88,503.13,837.38
1996,NC06001,"Charlotte, NC",554070.0,8915.0,71.0,306.0,5944.0,2594.0,12.0,1609.0,12.81,55.23,1072.79,468.17
1996,ILCPD00,"Chicago, IL",2754118.0,67498.0,789.0,2752.0,37097.0,26860.0,12.0,2450.8,28.65,99.92,1346.96,975.27
1996,OHCIP00,"Cincinnati, OH",360457.0,3921.0,32.0,315.0,1800.0,1774.0,12.0,1087.79,8.88,87.39,499.37,492.15
1996,OHCLP00,"Cleveland, OH",496049.0,7631.0,103.0,643.0,2823.0,4062.0,12.0,1538.36,20.76,129.62,569.1,818.87
1996,OHCOP00,"Columbus, OH",640297.0,6216.0,89.0,571.0,2238.0,3318.0,12.0,970.8,13.9,89.18,349.53,518.2
1996,TXDPD00,"Dallas, TX",1060585.0,16280.0,217.0,740.0,9201.0,6122.0,12.0,1535.0,20.46,69.77,867.54,577.23
1996,CODPD00,"Denver, CO",516224.0,3832.0,64.0,358.0,2083.0,1327.0,12.0,742.31,12.4,69.35,403.51,257.06
1996,MI82349,"Detroit, MI",1002299.0,23239.0,428.0,1119.0,12188.0,9504.0,12.0,2318.57,42.7,111.64,1216.0,948.22
1996,TX07102,"El Paso, TX",602951.0,5138.0,30.0,245.0,3668.0,1195.0,12.0,852.14,4.98,40.63,608.34,198.19
1996,VA02901,"Fairfax County, VA",863918.0,943.0,14.0,107.0,335.0,487.0,12.0,109.15,1.62,12.39,38.78,56.37
1996,TX22012,"Fort Worth, TX",470254.0,4984.0,68.0,319.0,2905.0,1692.0,12.0,1059.85,14.46,67.84,617.75,359.81
1996,CA01005,"Fresno, CA",392049.0,5461.0,69.0,216.0,3089.0,2087.0,12.0,1392.94,17.6,55.1,787.91,532.33
1996,HI00200,"Honolulu, HI",878044.0,2748.0,27.0,222.0,1078.0,1421.0,12.0,312.97,3.08,25.28,122.77,161.84
1996,TXHPD00,"Houston, TX",1772143.0,22456.0,261.0,1002.0,12917.0,8276.0,12.0,1267.17,14.73,56.54,728.89,467.01
1996,INIPD00,"Indianapolis, IN",376531.0,7418.0,114.0,424.0,4280.0,2600.0,12.0,1970.09,30.28,112.61,1136.69,690.51
1996,FL01602,"Jacksonville, FL",690367.0,9765.0,85.0,681.0,6207.0,2792.0,12.0,1414.47,12.31,98.64,899.09,404.42
1996,MOKPD00,"Kansas City, MO",448474.0,8885.0,104.0,412.0,5488.0,2881.0,12.0,1981.16,23.19,91.87,1223.71,642.4
1996,NV00201,"Las Vegas, NV",831303.0,8409.0,161.0,475.0,4123.0,3650.0,12.0,1011.54,19.37,57.14,495.97,439.07
1996,CA01941,"Long Beach, CA",440023.0,5069.0,95.0,158.0,2385.0,2431.0,12.0,1151.99,21.59,35.91,542.02,552.47
1996,CA01900,"Los Angeles County, CA",979425.0,12772.0,165.0,279.0,9106.0,3222.0,12.0,1304.03,16.85,28.49,929.73,328.97
1996,CA01942,"Los Angeles, CA",3498139.0,62840.0,711.0,1463.0,35477.0,25189.0,12.0,1796.38,20.33,41.82,1014.17,720.07
1996,KY05680,"Louisville, KY",,,,,,,,,,,,
1996,TNMPD00,"Memphis, TN",631626.0,12535.0,161.0,789.0,5615.0,5970.0,12.0,1984.56,25.49,124.92,888.98,945.18
1996,AZ00717,"Mesa, AZ",340818.0,2459.0,18.0,110.0,1825.0,506.0,12.0,721.5,5.28,32.28,535.48,148.47
1996,FL01300,"Miami-Dade County, FL",1116511.0,19025.0,135.0,788.0,11754.0,6348.0,0.0,1703.97,12.09,70.58,1052.74,568.56
