report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1998,NM00101,"Albuquerque, NM",422417.0,5563.0,37.0,219.0,3614.0,1693.0,12.0,1316.95,8.76,51.84,855.55,400.79
1998,TX22001,"Arlington, TX",305948.0,1859.0,13.0,138.0,1202.0,506.0,12.0,607.62,4.25,45.11,392.88,165.39
1998,GAAPD00,"Atlanta, GA",414262.0,12624.0,149.0,385.0,7432.0,4658.0,12.0,3047.35,35.97,92.94,1794.03,1124.41
1998,CO00101,"Aurora, CO",262465.0,1496.0,28.0,189.0,802.0,477.0,12.0,569.98,10.67,72.01,305.56,181.74
1998,TX22701,"Austin, TX",559758.0,3026.0,32.0,219.0,1678.0,1097.0,12.0,540.59,5.72,39.12,299.77,195.98
1998,MD00301,"Baltimore County, MD",726462.0,6104.0,21.0,223.0,3984.0,1876.0,12.0,840.24,2.89,30.7,548.41,258.24
1998,MDBPD00,"Baltimore, MD",662253.0,16025.0,313.0,469.0,7556.0,7687.0,12.0,2419.77,47.26,70.82,1140.95,1160.73
1998,MA01301,"Boston, MA",559631.0,7427.0,34.0,356.0,4703.0,2334.0,12.0,1327.12,6.08,63.61,840.38,417.06
1998,NY01401,"Buffalo, NY",308648.0,3485.0,39.0,197.0,1513.0,1736.0,12.0,1129.12,12.64,63.83,490.2,562.45
1998,NC06001,"Charlotte, NC",593078.0,8627.0,65.0,333.0,5829.0,2400.0,12.0,1454.61,10.96,56.15,982.84,404.67
1998,ILCPD00,"Chicago, IL",2750917.0,62317.0,703.0,2387.0,36110.0,23117.0,12.0,2265.32,25.56,86.77,1312.65,840.34
1998,OHCIP00,"Cincinnati, OH",344828.0,,,,,,0.0,,,,,
1998,OHCLP00,"Cleveland, OH",495516.0,6481.0,81.0,576.0,2460.0,3364.0,12.0,1307.93,16.35,116.24,496.45,678.89
1998,OHCOP00,"Columbus, OH",661227.0,5401.0,78.0,668.0,2040.0,2615.0,12.0,816.81,11.8,101.02,308.52,395.48
1998,TXDPD00,"Dallas, TX",1087178.0,15932.0,252.0,724.0,9078.0,5878.0,12.0,1465.45,23.18,66.59,835.01,540.67
1998,CODPD00,"Denver, CO",509343.0,2916.0,51.0,320.0,1481.0,1064.0,12.0,572.5,10.01,62.83,290.77,208.9
1998,MI82349,"Detroit, MI",999976.0,24427.0,430.0,858.0,14581.0,8558.0,12.0,2442.76,43.0,85.8,1458.13,855.82
