report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2002,NM00101,"Albuquerque, NM",457488.0,4889.0,51.0,293.0,3250.0,1295.0,12.0,1068.66,11.15,64.05,710.4,283.07
2002,TX22001,"Arlington, TX",347789.0,2202.0,14.0,152.0,1242.0,794.0,12.0,633.14,4.03,43.7,357.11,228.3
2002,GAAPD00,"Atlanta, GA",435494.0,9969.0,152.0,276.0,5373.0,4168.0,12.0,2289.12,34.9,63.38,1233.77,957.07
2002,CO00101,"Aurora, CO",289584.0,1827.0,16.0,242.0,1023.0,546.0,12.0,630.91,5.53,83.57,353.27,188.55
2002,TX22701,"Austin, TX",685784.0,3203.0,25.0,256.0,1748.0,1174.0,12.0,467.06,3.65,37.33,254.89,171.19
2002,MD00301,"Baltimore County, MD",777313.0,6531.0,29.0,234.0,4568.0,1700.0,12.0,840.2,3.73,30.1,587.67,218.7
2002,MDBPD00,"Baltimore, MD",671028.0,13789.0,253.0,178.0,8644.0,4714.0,12.0,2054.91,37.7,26.53,1288.17,702.5
2002,MA01301,"Boston, MA",596444.0,6956.0,60.0,369.0,3994.0,2533.0,12.0,1166.25,10.06,61.87,669.64,424.68
2002,NY01401,"Buffalo, NY",295441.0,3757.0,43.0,185.0,1902.0,1627.0,12.0,1271.66,14.55,62.62,643.78,550.7
2002,NC06001,"Charlotte, NC",646864.0,7583.0,67.0,289.0,4334.0,2893.0,12.0,1172.27,10.36,44.68,670.0,447.23
2002,ILCPD00,"Chicago, IL",2938299.0,45985.0,648.0,1963.0,24842.0,18532.0,12.0,1565.02,22.05,66.81,845.46,630.71
2002,OHCIP00,"Cincinnati, OH",333273.0,4250.0,70.0,350.0,1437.0,2393.0,12.0,1275.23,21.0,105.02,431.18,718.03
2002,OHCLP00,"Cleveland, OH",481274.0,6364.0,80.0,619.0,2402.0,3263.0,12.0,1322.32,16.62,128.62,499.09,677.99
2002,OHCOP00,"Columbus, OH",715739.0,6499.0,81.0,673.0,2242.0,3503.0,12.0,908.01,11.32,94.03,313.24,489.42
2002,TXDPD00,"Dallas, TX",1241481.0,17018.0,196.0,656.0,8125.0,8041.0,12.0,1370.78,15.79,52.84,654.46,647.69
2002,CODPD00,"Denver, CO",581105.0,3104.0,51.0,321.0,1541.0,1191.0,12.0,534.15,8.78,55.24,265.18,204.95
2002,MI82349,"Detroit, MI",961987.0,19940.0,402.0,708.0,12542.0,6288.0,12.0,2072.79,41.79,73.6,1303.76,653.65
2002,TX07102,"El Paso, TX",588750.0,3892.0,14.0,221.0,3082.0,575.0,12.0,661.06,2.38,37.54,523.48,97.66
2002,VA02901,"Fairfax County, VA",961999.0,480.0,8.0,41.0,130.0,301.0,12.0,49.9,0.83,4.26,13.51,31.29
2002,TX22012,"Fort Worth, TX",558493.0,4243.0,53.0,321.0,2221.0,1648.0,12.0,759.72,9.49,57.48,397.68,295.08
2002,CA01005,"Fresno, CA",443363.0,3780.0,42.0,158.0,2101.0,1479.0,12.0,852.57,9.47,35.64,473.88,333.59
2002,HI00200,"Honolulu, HI",900433.0,2601.0,18.0,304.0,1207.0,1072.0,12.0,288.86,2.0,33.76,134.05,119.05
2002,TXHPD00,"Houston, TX",2040583.0,24958.0,256.0,892.0,12598.0,11212.0,12.0,1223.08,12.55,43.71,617.37,549.45
2002,INIPD00,"Indianapolis, IN",804034.0,7518.0,112.0,441.0,4028.0,2937.0,12.0,935.04,13.93,54.85,500.97,365.28
