report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2003,NM00101,"Albuquerque, NM",468764.0,4439.0,51.0,263.0,3045.0,1080.0,12.0,946.96,10.88,56.1,649.58,230.39
2003,TX22001,"Arlington, TX",355385.0,1863.0,9.0,167.0,1089.0,598.0,12.0,524.22,2.53,46.99,306.43,168.27
2003,GAAPD00,"Atlanta, GA",431043.0,8490.0,148.0,281.0,4360.0,3701.0,12.0,1969.64,34.34,65.19,1011.5,858.62
2003,CO00101,"Aurora, CO",288830.0,1700.0,18.0,227.0,883.0,572.0,12.0,588.58,6.23,78.59,305.72,198.04
2003,TX22701,"Austin, TX",682319.0,3153.0,27.0,226.0,1649.0,1251.0,12.0,462.1,3.96,33.12,241.68,183.35
2003,MD00301,"Baltimore County, MD",777463.0,6170.0,31.0,211.0,4319.0,1609.0,12.0,793.61,3.99,27.14,555.52,206.96
2003,MDBPD00,"Baltimore, MD",644554.0,11183.0,270.0,204.0,6370.0,4339.0,12.0,1735.0,41.89,31.65,988.28,673.18
2003,MA01301,"Boston, MA",589795.0,7173.0,39.0,262.0,4113.0,2759.0,12.0,1216.19,6.61,44.42,697.36,467.79
2003,NY01401,"Buffalo, NY",288187.0,3924.0,65.0,206.0,1999.0,1654.0,12.0,1361.62,22.55,71.48,693.65,573.93
2003,NC06001,"Charlotte, NC",668003.0,7194.0,66.0,306.0,4134.0,2688.0,12.0,1076.94,9.88,45.81,618.86,402.39
2003,ILCPD00,"Chicago, IL",2898374.0,39483.0,598.0,1799.0,19784.0,17302.0,12.0,1362.25,20.63,62.07,682.59,596.96
2003,OHCIP00,"Cincinnati, OH",324297.0,3656.0,72.0,319.0,1081.0,2184.0,12.0,1127.36,22.2,98.37,333.34,673.46
2003,OHCLP00,"Cleveland, OH",468446.0,6200.0,73.0,646.0,2314.0,3167.0,12.0,1323.53,15.58,137.9,493.97,676.07
2003,OHCOP00,"Columbus, OH",726151.0,6215.0,109.0,615.0,2159.0,3332.0,12.0,855.88,15.01,84.69,297.32,458.86
2003,TXDPD00,"Dallas, TX",1230302.0,16865.0,226.0,601.0,8075.0,7963.0,12.0,1370.8,18.37,48.85,656.34,647.24
2003,CODPD00,"Denver, CO",565905.0,3531.0,63.0,304.0,1743.0,1421.0,12.0,623.96,11.13,53.72,308.0,251.1
2003,MI82349,"Detroit, MI",927766.0,18724.0,366.0,814.0,11727.0,5817.0,12.0,2018.18,39.45,87.74,1264.0,626.99
2003,TX07102,"El Paso, TX",586392.0,3502.0,21.0,219.0,2681.0,581.0,12.0,597.21,3.58,37.35,457.2,99.08
2003,VA02901,"Fairfax County, VA",972948.0,648.0,6.0,55.0,235.0,352.0,12.0,66.6,0.62,5.65,24.15,36.18
2003,TX22012,"Fort Worth, TX",576339.0,3751.0,57.0,243.0,1989.0,1462.0,12.0,650.83,9.89,42.16,345.11,253.67
2003,CA01005,"Fresno, CA",449898.0,3505.0,37.0,164.0,2089.0,1215.0,12.0,779.07,8.22,36.45,464.33,270.06
