report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1979,NM00101,"Albuquerque, NM",302120.0,2679.0,47.0,215.0,1602.0,815.0,12.0,886.73,15.56,71.16,530.25,269.76
1979,TX22001,"Arlington, TX",130265.0,626.0,11.0,52.0,373.0,190.0,12.0,480.56,8.44,39.92,286.34,145.86
1979,GAAPD00,"Atlanta, GA",423103.0,10715.0,231.0,656.0,4639.0,5189.0,12.0,2532.48,54.6,155.04,1096.42,1226.42
1979,CO00101,"Aurora, CO",134224.0,1033.0,9.0,78.0,595.0,351.0,12.0,769.61,6.71,58.11,443.29,261.5
1979,TX22701,"Austin, TX",337727.0,1495.0,43.0,216.0,659.0,577.0,12.0,442.67,12.73,63.96,195.13,170.85
1979,MD00301,"Baltimore County, MD",639872.0,5041.0,21.0,182.0,3782.0,1056.0,12.0,787.81,3.28,28.44,591.06,165.03
1979,MDBPD00,"Baltimore, MD",790901.0,15523.0,245.0,564.0,6232.0,8482.0,12.0,1962.7,30.98,71.31,787.96,1072.45
1979,MA01301,"Boston, MA",599582.0,11392.0,92.0,464.0,4236.0,6600.0,12.0,1899.99,15.34,77.39,706.49,1100.77
1979,NY01401,"Buffalo, NY",383915.0,3857.0,52.0,265.0,1582.0,1958.0,12.0,1004.65,13.54,69.03,412.07,510.01
1979,NC06001,"Charlotte, NC",300569.0,2485.0,50.0,115.0,1617.0,703.0,12.0,826.77,16.64,38.26,537.98,233.89
1979,ILCPD00,"Chicago, IL",3060801.0,27807.0,856.0,1655.0,10832.0,14464.0,12.0,908.49,27.97,54.07,353.89,472.56
1979,OHCIP00,"Cincinnati, OH",404661.0,3808.0,50.0,282.0,1814.0,1662.0,12.0,941.03,12.36,69.69,448.28,410.71
1979,OHCLP00,"Cleveland, OH",601381.0,9736.0,274.0,612.0,3090.0,5760.0,12.0,1618.94,45.56,101.77,513.82,957.8
