report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2013,NM00101,"Albuquerque, NM",558165.0,4325.0,37.0,439.0,2803.0,1046.0,12.0,774.86,6.63,78.65,502.18,187.4
2013,TX22001,"Arlington, TX",378765.0,1837.0,18.0,105.0,1152.0,562.0,12.0,485.0,4.75,27.72,304.15,148.38
2013,GAAPD00,"Atlanta, GA",451020.0,5516.0,83.0,105.0,2965.0,2363.0,12.0,1223.01,18.4,23.28,657.4,523.92
2013,CO00101,"Aurora, CO",343484.0,1429.0,20.0,224.0,716.0,469.0,12.0,416.03,5.82,65.21,208.45,136.54
2013,TX22701,"Austin, TX",859180.0,3123.0,26.0,217.0,2117.0,763.0,12.0,363.49,3.03,25.26,246.4,88.81
2013,MD00301,"Baltimore County, MD",822814.0,4184.0,20.0,124.0,2530.0,1510.0,11.0,508.5,2.43,15.07,307.48,183.52
2013,MDBPD00,"Baltimore, MD",622671.0,8725.0,233.0,298.0,4460.0,3734.0,12.0,1401.22,37.42,47.86,716.27,599.67
2013,MA01301,"Boston, MA",643799.0,5037.0,39.0,279.0,2851.0,1868.0,12.0,782.39,6.06,43.34,442.84,290.15
2013,NY01401,"Buffalo, NY",258789.0,3249.0,47.0,145.0,1735.0,1322.0,12.0,1255.46,18.16,56.03,670.43,510.84
2013,NC06001,"Charlotte, NC",837638.0,5093.0,59.0,230.0,2999.0,1805.0,12.0,608.02,7.04,27.46,358.03,215.49
2013,ILCPD00,"Chicago, IL",2720554.0,25688.0,416.0,1338.0,12108.0,11826.0,12.0,944.22,15.29,49.18,445.06,434.69
2013,OHCIP00,"Cincinnati, OH",296491.0,2858.0,70.0,218.0,958.0,1612.0,12.0,963.94,23.61,73.53,323.11,543.69
2013,OHCLP00,"Cleveland, OH",389181.0,5782.0,58.0,436.0,1792.0,3496.0,12.0,1485.68,14.9,112.03,460.45,898.3
2013,OHCOP00,"Columbus, OH",816364.0,4446.0,78.0,692.0,1213.0,2463.0,12.0,544.61,9.55,84.77,148.59,301.7
2013,TXDPD00,"Dallas, TX",1255015.0,8330.0,143.0,543.0,3442.0,4202.0,12.0,663.74,11.39,43.27,274.26,334.82
2013,CODPD00,"Denver, CO",648981.0,4093.0,41.0,519.0,2400.0,1133.0,12.0,630.68,6.32,79.97,369.81,174.58
2013,MI82349,"Detroit, MI",699889.0,14501.0,316.0,613.0,8801.0,4771.0,12.0,2071.9,45.15,87.59,1257.49,681.68
2013,TX07102,"El Paso, TX",679700.0,2522.0,10.0,176.0,1879.0,457.0,12.0,371.05,1.47,25.89,276.45,67.24
2013,VA02901,"Fairfax County, VA",1091221.0,1005.0,12.0,172.0,412.0,409.0,12.0,92.1,1.1,15.76,37.76,37.48
2013,TX22012,"Fort Worth, TX",789035.0,4440.0,49.0,532.0,2602.0,1257.0,12.0,562.71,6.21,67.42,329.77,159.31
2013,CA01005,"Fresno, CA",508876.0,2552.0,40.0,53.0,1556.0,903.0,12.0,501.5,7.86,10.42,305.77,177.45
2013,HI00200,"Honolulu, HI",984683.0,2276.0,18.0,221.0,1294.0,743.0,6.0,231.14,1.83,22.44,131.41,75.46
2013,TXHPD00,"Houston, TX",2180606.0,20993.0,214.0,618.0,10270.0,9891.0,12.0,962.71,9.81,28.34,470.97,453.59
2013,INIPD00,"Indianapolis, IN",850220.0,10479.0,129.0,656.0,5894.0,3800.0,12.0,1232.5,15.17,77.16,693.23,446.94
2013,FL01602,"Jacksonville, FL",845745.0,5246.0,93.0,452.0,3277.0,1424.0,12.0,620.28,11.0,53.44,387.47,168.37
