report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2009,NM00101,"Albuquerque, NM",530636.0,4082.0,56.0,326.0,2597.0,1103.0,12.0,769.27,10.55,61.44,489.41,207.86
2009,TX22001,"Arlington, TX",379104.0,2330.0,12.0,152.0,1494.0,672.0,12.0,614.61,3.17,40.09,394.09,177.26
2009,GAAPD00,"Atlanta, GA",552901.0,6359.0,80.0,135.0,3419.0,2725.0,12.0,1150.12,14.47,24.42,618.37,492.85
2009,CO00101,"Aurora, CO",324014.0,1520.0,19.0,214.0,734.0,553.0,12.0,469.12,5.86,66.05,226.53,170.67
2009,TX22701,"Austin, TX",768970.0,4024.0,22.0,265.0,2322.0,1415.0,12.0,523.3,2.86,34.46,301.96,184.01
2009,MD00301,"Baltimore County, MD",792855.0,4534.0,32.0,152.0,2879.0,1471.0,12.0,571.86,4.04,19.17,363.12,185.53
2009,MDBPD00,"Baltimore, MD",638755.0,9664.0,238.0,158.0,5561.0,3707.0,12.0,1512.94,37.26,24.74,870.6,580.35
2009,MA01301,"Boston, MA",624222.0,6192.0,50.0,269.0,3596.0,2277.0,12.0,991.95,8.01,43.09,576.08,364.77
2009,NY01401,"Buffalo, NY",268655.0,3920.0,60.0,141.0,2083.0,1636.0,12.0,1459.12,22.33,52.48,775.34,608.96
2009,NC06001,"Charlotte, NC",777708.0,5625.0,58.0,303.0,2918.0,2346.0,12.0,723.28,7.46,38.96,375.21,301.66
2009,ILCPD00,"Chicago, IL",2848431.0,33501.0,458.0,1439.0,15727.0,15877.0,12.0,1176.12,16.08,50.52,552.13,557.39
2009,OHCIP00,"Cincinnati, OH",333568.0,3983.0,55.0,241.0,1415.0,2272.0,12.0,1194.06,16.49,72.25,424.2,681.12
2009,OHCLP00,"Cleveland, OH",429238.0,5994.0,83.0,380.0,1976.0,3555.0,12.0,1396.43,19.34,88.53,460.35,828.21
2009,OHCOP00,"Columbus, OH",759391.0,5375.0,82.0,599.0,1295.0,3399.0,12.0,707.8,10.8,78.88,170.53,447.6
2009,TXDPD00,"Dallas, TX",1290266.0,10221.0,166.0,485.0,4069.0,5501.0,12.0,792.16,12.87,37.59,315.36,426.35
2009,CODPD00,"Denver, CO",604680.0,3473.0,35.0,341.0,2166.0,931.0,12.0,574.35,5.79,56.39,358.21,153.97
2009,MI82349,"Detroit, MI",908441.0,18094.0,363.0,334.0,11390.0,6007.0,12.0,1991.76,39.96,36.77,1253.8,661.24
2009,TX07102,"El Paso, TX",618812.0,2830.0,12.0,182.0,2184.0,452.0,12.0,457.33,1.94,29.41,352.93,73.04
2009,VA02901,"Fairfax County, VA",986646.0,705.0,13.0,98.0,268.0,326.0,12.0,71.45,1.32,9.93,27.16,33.04
2009,TX22012,"Fort Worth, TX",723456.0,4245.0,44.0,379.0,2373.0,1449.0,12.0,586.77,6.08,52.39,328.01,200.29
